"","phn","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10","pc11","pc12","pc13","pc14","pc15","pc16","pc17","pc18","pc19","pc20","pfna"
"112","k",-5.242099,7.726526,13.48504,-6.754883,0.3447492,-0.5119374,-1.448281,-0.5407604,-0.04964712,1.286044,-2.646735,-1.896184,0.004559235,1.511145,-0.6466362,-4.190258,0.1131675,-3.822633,-0.6286864,0.4398908,"P"
"113","er",-18.66986,0.05640821,-4.532017,-2.791501,-1.27491,3.102132,3.030193,-3.859015,3.243933,0.1494945,-2.521937,1.69826,-0.8072993,-0.825926,1.57502,0.7288735,0.7834321,0.1815736,-0.1911741,0.8713593,"A"
"114","dcl",4.108747,12.32254,-5.469336,-2.339683,1.828405,0.2126971,-0.1398754,1.442388,0.4768678,1.249802,-1.537555,-5.739203,2.765671,-2.283374,3.07306,-0.2519532,1.186903,2.531087,0.414558,-0.3792741,"P"
"115","t",3.333797,2.771631,8.18492,-6.544837,-4.508869,-2.297481,2.14481,2.63671,0.5178369,3.075818,3.681471,0.3151863,-0.06174584,2.181833,-0.127326,6.548884,-1.040947,1.196879,2.80322,-5.999784,"P"
"116","iy",-5.6346,-9.138727,-0.6078054,4.596052,2.593675,-4.708563,2.437542,0.6334529,-3.282171,-5.007183,-1.77482,2.017109,1.287308,2.442817,-1.180029,-6.596816,3.664431,-0.4067346,-5.992962,-1.270877,"A"
"117","m",-6.469933,8.240097,-4.857572,1.282856,-2.565949,1.902348,1.271731,-1.677913,1.970723,0.07399482,-1.874992,2.189787,-1.43802,-1.724838,0.7849582,-0.8319726,-1.724367,-1.01931,0.1289076,1.397816,"N"
"118","z",9.941841,-1.098469,2.746543,0.9924028,6.726876,2.39259,0.7196647,1.630378,2.171766,-0.1558369,0.5926272,-5.84532,-2.453304,0.03514139,0.9135171,0.9364932,0.1508063,0.8045311,-3.53949,-0.9775859,"F"
"119","w",-11.9989,8.469505,3.460313,-5.112795,-1.326376,3.22828,-0.90095,-0.4026726,1.260677,0.2344888,0.01948867,1.926885,1.497415,-0.6840428,0.6877266,2.158558,-0.9767839,-2.425703,2.101876,0.4501973,"A"
"120","ix",-9.157562,1.259713,-7.324802,-5.791647,-0.7592455,4.151236,-1.821151,1.601067,2.728782,0.7556391,1.648029,1.488016,0.5680669,0.4503716,0.1536546,3.377022,-3.604651,-0.2459348,4.688404,1.990081,"A"
"121","th",16.16873,0.4593636,-1.681358,2.567961,-0.2271037,-0.2620632,1.756713,0.8993593,-1.374292,0.2779837,-0.008178425,-0.9553689,1.927839,2.135468,2.149198,0.1951628,0.9277628,1.814021,-0.8224765,0.3158459,"F"
"122","r",-4.716861,-7.978947,6.612393,-1.337369,-5.387179,-3.156245,-0.2748298,0.6728196,2.388431,-5.097535,1.49853,9.349387,4.822111,4.765945,-0.911963,0.5356712,2.499624,-0.5008953,-1.543696,1.549592,"A"
"123","ow",-10.30296,-0.5537092,-3.250897,4.094446,-1.956787,-3.378681,-0.7256388,5.494956,-2.959585,-3.56671,2.390496,5.173869,-0.8723876,0.7134548,0.03029876,-4.089725,-1.033604,0.2770721,5.096634,0.6479805,"A"
"124","m",9.075097,0.1172403,-2.385283,-0.7122234,-0.806191,-3.278879,2.362425,-1.268519,-2.142226,1.640017,0.4085859,6.077327,-3.660313,0.7305972,-0.09640385,-5.257664,-2.173131,1.113206,0.9736449,-0.1406419,"N"
"125","ae",2.261116,-7.169012,5.050967,-0.6383644,1.049175,-0.295326,3.002809,0.03927975,3.233332,1.396686,1.281,2.105714,0.8242906,-0.5888557,-0.341896,-3.772874,-0.2797406,1.74989,0.7981377,-1.080949,"A"
"126","n",5.33631,0.3885197,-5.189655,4.278264,2.595012,4.075683,1.694366,-0.4904223,2.786454,-0.7384884,2.046419,-2.125191,-0.6048993,-1.049492,-2.253219,1.251826,-2.489548,-0.9060103,-0.1172691,-0.8480537,"N"
"127","s",10.62837,4.910411,3.079277,2.851165,3.35857,4.011108,-1.143444,3.037225,-2.119068,1.751252,1.162961,-5.79681,-1.407307,-0.4594903,2.012493,-1.429435,-1.193257,-0.1545379,-0.4347411,-3.270272,"F"
"128","ix",-8.907406,1.882223,4.103786,0.8903398,-1.867572,5.329984,2.554981,-2.307869,0.1231568,-0.8474974,-0.7158586,-0.2408071,2.031,1.927601,-1.550192,2.052384,-1.160159,-4.690143,-1.894988,1.34994,"A"
"129","n",-9.733944,8.754309,-4.038434,0.2958096,-3.171523,1.822435,-1.842422,0.4988436,0.6175392,2.285608,0.7154045,3.075876,2.023708,-0.5058719,0.4518239,4.842963,-2.023779,-2.238207,2.904314,1.692666,"N"
"130","ix",1.970184,-2.375234,-6.488987,-4.666563,2.29193,4.28183,-0.7256087,2.266935,3.198557,0.004864727,-0.5721607,-3.067347,-1.717616,1.057995,0.3844018,1.437516,-3.023376,1.47299,2.284521,0.4637425,"A"
"131","dcl",14.14751,-1.10012,1.734334,3.139466,4.578807,1.556931,0.2551581,1.220533,-1.435204,2.329243,-0.2106459,-7.3536,-4.366317,0.226823,2.745333,-2.183861,-0.4642985,0.006143646,-5.625821,-1.525236,"P"
"132","v",5.082715,1.406561,9.295098,0.2449563,4.698872,1.410796,-1.325165,-1.149013,3.293315,0.9877086,-0.6131594,-2.919714,-1.637107,-2.487826,2.921397,-2.387651,-2.083245,-1.830816,-6.015933,0.01013035,"F"
"133","eh",-11.37881,-0.2831621,5.135032,-1.179727,-0.2941357,4.510617,-0.9977487,-0.7955846,1.630487,0.772287,0.3435898,0.2712463,1.91113,0.7518285,0.5805507,1.755068,-3.671941,-4.044369,-1.856921,2.197458,"A"
"134","n",6.07446,-0.8898992,-5.664071,2.578454,1.109009,2.824289,-0.004590084,0.8051013,2.325668,0.2689867,-0.803521,-2.175066,0.8607568,0.9166969,0.08594003,1.529415,-2.845276,2.796669,2.55807,0.342201,"N"
"135","tcl",9.7043,0.9180683,1.189247,3.372826,0.9980515,1.445935,0.7714995,-0.1512042,0.2824434,0.5628948,-0.5724076,-3.817878,0.5017496,1.175921,1.388211,-0.2983644,-0.4303427,1.564828,0.5340705,-0.4028152,"P"
"136","ch",8.78128,2.985624,5.291205,1.341453,0.5473848,0.6560102,1.205469,-0.5861084,-0.2780415,0.1887446,-0.2847821,-3.290802,-0.104984,0.7796313,0.9823826,-0.09988687,0.6791248,1.060387,-0.9438853,-0.3023123,"P"
"137","axr",-5.759665,2.309536,3.632589,-4.362624,-0.4626627,2.15791,0.7573225,-0.9112633,1.909383,-0.09531666,-0.5667284,0.4012423,0.5595044,-0.3640904,-0.6512929,0.4240625,-1.342731,-1.824147,-0.4816666,-0.5727992,"A"
"138","s",25.56727,-11.73916,-12.94545,-14.38985,1.875796,-2.574113,-4.090722,-4.657889,-1.599149,-4.53611,-2.148634,3.50122,7.963976,-2.142294,-6.519019,5.28273,-0.4141571,2.832188,-1.113996,4.37476,"F"
"139","ah",-23.02239,-27.02479,-4.654693,10.12104,-0.2996845,-9.484574,2.165475,-4.682986,-0.3186926,-1.632567,-5.54103,-12.1906,2.127896,-5.557332,-6.8126,-1.3968,2.416973,1.247109,-10.66528,13.15207,"A"
"140","m",-6.645936,7.98807,-5.274878,-6.463326,5.566303,-1.787369,-10.97671,-0.650773,8.103816,-6.631273,0.9911355,10.17796,-0.7939173,-6.998297,3.952032,2.798478,-2.69765,8.286818,8.149857,3.847406,"N"
"141","ax",4.461737,-14.80815,-11.05382,-5.41942,-3.068607,1.456633,-4.588666,1.143396,-12.31239,-4.7524,0.3101028,-7.138066,8.297742,-6.789603,-9.71476,4.483154,1.471869,4.173266,6.380854,5.225619,"A"
"142","v",25.32917,-2.143815,-1.661857,2.659112,-10.62028,-11.42384,-1.804775,-13.43463,7.063177,4.624083,-5.400795,-0.5924947,-1.594196,0.8544962,-4.717981,7.118838,6.528896,2.458232,-1.259587,1.442137,"F"
"143","dh",6.601441,1.02918,15.01266,-1.483552,-13.86648,2.145027,4.42836,-5.602369,4.261007,-2.537259,-3.909189,-1.95079,-5.53166,-6.371195,-0.07575094,-5.785034,2.230305,3.701104,7.731011,-3.085146,"F"
"144","eh",-21.13693,-1.232244,6.95464,3.590159,-1.931001,-9.365497,-4.022566,9.712687,10.36125,-4.208611,0.6773232,-5.317346,-6.876383,2.193342,-3.039641,1.282648,2.079426,8.503156,-3.68106,0.7593836,"A"
"145","m",14.20343,0.636991,4.700469,13.33876,6.224013,8.811495,8.42803,-6.534671,7.300175,-7.813923,0.01403304,1.81456,-0.4926102,-7.446794,2.332346,-5.713962,-4.255261,-1.762433,4.056829,0.9245173,"N"
"146","q",-6.524426,24.53453,18.19433,4.583709,-1.946508,-1.595086,-1.984168,0.6650864,0.9231219,4.10448,0.1540927,-1.141305,-2.891733,8.323607,-4.851974,1.129549,0.8274104,-1.367425,-3.019566,2.530289,"P"
"147","ix",4.031288,0.1461944,-25.62904,-0.9521299,5.402032,6.707515,-0.5550881,7.639526,-3.613509,2.032514,0.6826445,1.554943,-7.361947,6.299405,-4.726622,3.013618,0.390003,0.1404482,0.3367015,3.086021,"A"
"148","gcl",34.33686,0.2613605,-13.1919,1.683424,3.470685,-0.20145,-1.792786,-1.404354,-0.2106825,2.838128,-0.724853,-3.505809,7.51803,-5.367222,2.841824,-2.929008,-0.6693509,-1.124096,2.574885,3.438497,"P"
"149","n",28.92437,-6.825561,9.873108,-21.1213,-14.28292,-6.133413,-5.002417,-6.032448,-7.025934,10.9073,5.035882,3.887319,1.713736,-0.02603388,6.866077,0.1116471,-10.58243,4.344266,3.520563,-3.846812,"N"
"150","ao",-22.98694,-14.77721,6.717689,13.14145,-6.348007,0.4885097,9.845745,8.62001,-6.746182,-0.6656439,4.110734,-1.117183,10.17412,-14.52969,7.640273,4.363457,-4.250245,14.28141,-2.412108,-8.289493,"A"
"151","r",-10.87344,-23.75462,-1.377359,23.54835,17.86653,-0.3658257,20.35315,-6.962158,5.182059,-11.06932,3.123556,-0.1587569,10.28223,-13.96951,1.939457,1.023339,4.244293,-6.821329,2.775405,-7.937729,"A"
"152","dcl",-10.2835,32.46342,0.7390552,-7.10112,4.489528,-15.05294,-12.86745,-5.893842,12.17035,10.97289,2.932066,9.725961,6.924847,-5.184041,-4.414588,-11.50831,-2.190375,-3.584714,2.509456,-8.248538,"P"
"153","dh",-19.01786,5.557983,2.911855,-20.54759,6.041318,7.573975,5.665024,-12.74847,17.66318,-5.390618,-2.48693,-0.9353888,7.257018,-1.637581,3.88829,-5.453519,7.791771,1.052929,-0.903166,-4.085859,"F"
"154","ax",-18.74253,0.3927982,-16.47441,3.247386,-5.874257,20.01632,12.23463,-5.333236,-11.85795,-3.53329,3.649337,-0.2965463,-5.555618,-0.7550623,-5.119084,3.704788,-7.53479,3.269344,-3.056215,3.431046,"A"
"155","tcl",21.13881,22.38296,-17.63187,0.3628264,-3.09487,-3.302912,-5.506017,11.54728,6.697479,7.04752,5.082793,-4.03849,4.349769,8.530143,1.859177,-11.25793,7.369131,-1.788799,0.5919687,-0.3558297,"P"
"156","t",32.16619,-22.78893,10.37543,-3.352173,-2.100377,-2.590077,-3.991579,-10.66888,-4.166924,7.544157,-4.159473,-2.248025,-0.07381379,17.8455,-9.34363,4.456696,-12.60835,-2.651871,-7.111725,2.347501,"P"
"157","eh",-31.72082,1.556353,11.90012,-4.993543,-6.769795,5.256163,-6.93515,6.060349,-5.98517,-0.6882207,11.24661,9.346219,-9.817484,-0.9607163,5.292112,1.668373,-0.6494014,9.004858,-9.051631,5.459961,"A"
"158","kcl",3.261711,31.51042,4.571776,8.54714,1.033627,-1.753873,3.77548,-6.089458,7.529147,-0.6940318,-2.230526,4.142041,-6.032926,-0.5916204,-2.180644,-4.475939,-1.552922,-0.5179791,-2.251824,-0.337336,"P"
"159","k",-4.725433,9.283778,-0.5292397,-19.02547,4.999473,6.123768,-0.3140538,7.3975,-7.169931,-6.154245,2.172903,-4.555433,0.298192,1.632002,-0.6860115,0.7058245,0.04785432,2.549678,2.438543,1.302307,"P"
"160","s",18.01877,-6.067502,-13.51149,-9.25553,8.428604,0.05744076,-3.018492,2.846073,-1.710932,-1.845314,2.76184,-1.737032,-1.568551,-1.307618,-3.837603,6.235664,-0.6094421,1.176098,3.74672,0.6132669,"F"
"161","tcl",15.56028,9.154868,22.99736,4.937766,-8.667166,4.04385,1.22738,-7.446129,-0.1070701,3.257296,-1.329287,-1.878995,-1.107074,2.572573,1.592609,-0.4840108,1.69865,-3.962718,-2.129623,-6.284937,"P"
"162","t",-21.8247,10.90159,15.33606,-9.089271,-4.459005,2.089979,-3.979384,2.797219,7.605167,-2.241544,-1.302163,4.895316,-1.769191,-1.974966,1.185974,-1.353714,1.522325,-0.1108181,-4.654119,-0.08766681,"P"
"163","q",-34.30135,-1.898341,-1.692216,-7.573602,0.5825713,2.235534,-3.248906,6.174919,4.652533,-5.402262,0.3473827,0.7633694,1.533857,-3.700501,-0.2535014,0.08382909,-0.7150243,-0.5294641,-4.043585,3.330287,"P"
"164","eh",-27.64805,-8.015443,-17.53885,2.082684,4.454602,-3.022023,-0.7154949,6.739668,-1.986529,-4.71379,1.929881,-5.048521,2.3252,-1.940126,-2.473446,3.71305,-1.595067,-5.898846,3.70298,3.104716,"A"
"165","n",24.39305,6.185884,-7.560171,-1.022891,8.222004,-0.9223352,3.508581,0.5562682,-6.588399,4.479618,-4.756313,3.246522,-6.809782,-7.4783,2.679601,4.124414,4.687629,-2.246127,7.828645,5.309906,"N"
"166","hv",25.8299,-12.90316,13.19965,-1.573187,4.164942,2.870931,-3.798407,-9.534416,10.12188,6.684914,-6.237479,-0.9295531,-5.827526,5.12283,-9.302017,1.648675,-4.866718,1.61239,1.69157,-3.307802,"X"
"167","ae",-9.109753,-5.686668,-4.432694,-12.66167,-2.665808,-3.908052,-18.29283,8.791405,-3.125051,9.137966,13.18437,3.455691,-9.705835,4.492628,6.474437,2.713368,4.514733,1.451919,-2.305955,-4.868537,"A"
"168","dx",-10.15725,28.23023,1.216318,4.294177,1.341553,-12.2656,-9.986949,2.171346,9.291324,8.141334,-4.511748,6.888212,-8.855311,11.61356,3.308115,9.069018,4.85547,3.918831,-2.733285,6.269793,"P"
"169","ax",-28.20739,0.6174012,2.330734,-8.56641,2.247964,14.90792,12.34225,-2.339689,-5.694461,-12.2537,-4.010083,-9.670981,5.101573,-6.012573,-2.473628,-1.94057,-1.024664,-1.258823,0.8905812,0.3736929,"A"
"170","pcl",3.508403,19.33553,-22.31252,4.017816,0.8624008,-5.675185,-4.781364,2.364043,-4.15431,3.268245,6.829874,-1.882227,-7.342381,11.04866,-0.9063267,3.791278,-1.37437,-2.74166,0.1495307,-0.02934516,"P"
"171","p",28.85169,-6.991592,5.832945,-9.690899,-6.08534,5.102204,11.88475,3.71104,-10.48667,-0.3721665,3.88438,-5.092111,3.092171,-2.446826,4.966999,-0.110382,-4.127687,-2.418224,-0.9415033,2.604129,"P"
"172","eh",-14.63815,-19.26564,10.16614,5.757522,-4.30802,-2.938757,10.05662,-6.967484,1.734494,-0.2394821,2.046645,2.514338,3.598925,5.450802,0.2617012,3.494669,3.583706,9.837139,-2.103968,-7.724042,"A"
"173","er",-21.83036,0.8713222,-3.578988,-2.620864,5.550057,-14.82269,-10.37361,7.31377,-1.56693,-3.743127,9.796406,0.5967075,1.715439,-4.106494,-9.98276,-2.57818,2.634287,2.085281,-7.210702,-1.318728,"A"
"174","n",10.91924,8.026933,3.234291,15.8321,-1.314908,-2.18343,9.948038,1.574553,13.45809,-1.984317,8.336129,7.107094,-14.61022,4.514368,1.44546,3.726006,1.709232,-1.571496,4.926775,-5.054073,"N"
"175","q",6.370982,14.52837,13.40093,16.49724,2.250404,1.894222,9.815219,3.730761,18.89284,-5.221139,0.2705514,8.227108,-6.355145,-6.909326,1.459252,-0.7083965,-2.732944,5.565502,0.8721258,-5.910939,"P"
"176","l",-18.20075,15.20733,19.16592,1.672632,2.880517,5.353618,2.721381,10.7099,-5.639103,-4.511199,-8.068875,-3.562421,4.783538,-0.6617636,-2.397284,-5.208917,-7.269435,5.218922,-2.558364,-0.9787645,"A"
"177","iy",-12.41605,4.461045,-14.21274,-13.16192,15.81698,-7.691805,1.392073,-1.571588,1.891122,0.5941644,-0.7142569,1.809715,-1.631131,3.897563,0.1503677,3.434752,8.665167,-6.846816,1.566082,-2.714291,"A"
"178","m",34.91986,-2.071217,-1.499277,12.61952,-2.616672,4.662003,3.990719,0.2696399,8.209823,14.74126,3.33722,4.441799,-2.813822,5.69906,-14.82979,-7.542737,3.516412,-9.812064,-2.868904,1.401386,"N"
"179","eh",-23.05193,6.954538,15.00538,-14.83851,0.6934916,5.567171,-9.618102,5.720036,-5.785637,3.778081,6.772711,1.131252,-0.06596396,13.17446,5.63993,-6.664739,-7.998494,5.97935,3.402685,4.815224,"A"
"180","m",19.99183,14.0779,-10.93454,6.174332,-2.928865,-3.44855,5.036233,8.049233,0.7883236,14.06379,3.795585,4.413198,4.573704,5.025753,-2.224974,-4.407485,-1.284864,-5.465489,-6.877956,0.8296007,"N"
"181","er",4.616731,-9.119416,8.823505,-13.53957,6.383411,0.1645517,10.78158,1.699268,-5.237295,5.462891,2.632564,3.36812,6.677959,-0.8366837,4.090288,-5.613191,0.1478116,2.792629,-1.936249,6.567323,"A"
"182","ay",2.024944,-15.28138,-0.5183204,1.194716,4.104696,-2.874672,5.650465,5.575615,4.642393,9.617587,15.60542,4.929577,4.944203,4.935266,2.33681,-7.194276,3.964144,1.213233,-0.0879684,3.170597,"A"
"183","z",-4.959413,27.6364,-14.45889,-4.451798,-4.510768,9.802973,-1.480161,10.2767,-3.638626,2.489756,2.160992,-3.583793,6.703827,-3.449805,-6.147947,-3.699604,0.9968163,-2.066479,1.373082,-3.366609,"F"
"184","dcl",6.845711,21.29596,21.90474,-6.985035,-0.4905475,1.756698,-4.580719,5.813505,-0.5130921,-0.2477603,3.490091,2.070645,-9.077136,2.834976,1.363551,2.608287,4.488524,-1.53599,-1.969111,-3.10739,"P"
"185","dh",-4.110805,8.171383,12.23449,-17.14347,6.403014,1.564435,-7.757458,5.823071,11.44995,-2.346802,0.3278056,1.959348,-7.835706,-7.930472,1.26002,0.4860139,-1.658187,2.174622,-2.239936,1.224555,"F"
"186","ax",-5.968932,-20.64674,-13.95391,4.817752,4.007193,6.046008,-2.637702,3.340417,-9.155382,-1.363106,-8.361479,-10.20931,-1.541193,1.026807,-5.661095,0.5008127,-3.127719,-3.810045,0.8615654,-4.381121,"A"
"187","w",17.97739,1.863215,-11.48476,11.1874,2.922982,-2.657779,-9.268205,-8.550045,-2.465036,4.717751,-7.132184,0.4849668,-6.84005,-4.563947,10.31988,5.804773,0.5590112,-2.32559,-1.602125,-2.843741,"A"
"188","er",-0.8603599,-20.39499,-0.253754,14.17419,4.451372,-0.4281111,-15.01462,1.68099,10.50303,-1.31766,-2.731739,-6.884525,-6.496044,2.076474,6.912228,6.207378,-4.76471,-1.650732,-3.530943,-3.653065,"A"
"189","dcl",-1.864508,23.50945,-7.933067,8.411911,4.083108,4.114225,1.422161,2.459637,4.363201,-4.179935,-7.582824,0.8149488,-4.001985,6.769242,2.284659,2.134652,0.7310638,7.929688,0.1722424,2.283426,"P"
"190","d",15.75756,11.19291,4.50706,-10.15422,8.798686,3.333994,-3.334375,1.794896,-6.414233,-13.16446,1.81025,-4.522775,0.5175424,1.761175,2.332504,-5.289509,-2.649472,4.577244,-0.4110232,1.190649,"P"
"191","s",21.42541,2.719944,4.436149,-13.62014,4.557133,0.8340671,-2.660605,-0.1289563,-8.233307,-11.01178,3.284177,-4.848437,0.258653,5.087467,-2.022205,-0.3012265,-1.620955,2.253907,-2.99429,3.843029,"F"
"192","epi",26.56431,-6.374928,3.911189,-11.33078,-17.03861,0.6518316,4.712075,-1.688978,-5.782992,1.370607,-6.345697,9.504085,0.8615529,-2.000669,-1.306002,2.882722,-1.360307,-5.912585,-6.035047,-1.393801,"X"
"193","l",8.869045,-20.89426,-1.610146,-5.828354,-8.933468,-9.335653,-4.721004,1.183282,-0.4153029,4.746063,-10.90073,9.273507,0.9599974,-5.413903,2.172831,-3.899857,-4.975465,-1.467395,-3.048216,-3.835555,"A"
"194","ao",-17.66316,-16.81418,4.796617,15.98132,1.899919,-14.60394,-0.7468443,-4.829561,-0.9111972,-5.477802,-0.3452149,-2.247353,-0.8579417,-6.209936,3.917691,-0.5165621,1.409178,-0.964242,1.808322,-1.688224,"A"
"195","ng",-8.980817,22.41691,-4.890672,5.949622,-2.867166,0.915318,2.041435,2.117345,-1.162252,-0.5741403,-1.240744,3.372382,-8.287985,6.73775,-1.765625,8.866329,1.240985,-4.321678,-1.966244,3.316335,"N"
"196","ax",12.61971,-5.428076,-3.787862,-9.13232,3.694517,6.782114,0.733735,1.344215,-4.428822,-9.168686,-5.473233,-5.532362,1.527854,6.535266,-1.532509,-3.352067,-4.095327,1.129042,2.945695,-1.534407,"A"
"197","gcl",21.9887,-5.973075,-3.85633,0.2630963,-2.128838,0.6627337,-0.01027148,-2.814365,-6.728546,-6.012109,-1.769909,-1.002855,1.068505,9.14592,-0.2258287,2.459846,-0.3263066,2.99637,-2.368514,2.526909,"P"
"198","g",21.28516,-2.196371,11.39342,-14.11655,-10.74753,-1.276305,1.615372,1.769455,-2.856672,-1.192622,1.878009,8.796999,1.840038,-2.083648,1.5586,-1.59665,1.92126,-1.642913,-6.220273,2.757255,"P"
"199","ow",0.9930247,-20.50487,-1.517654,-4.001213,-2.642489,-4.609948,1.764393,5.788523,3.255784,5.312901,-5.153028,6.76251,0.7111603,-4.089358,-1.471154,-2.231098,-0.613021,-3.753166,3.921757,-0.763811,"A"
"200","p",36.49223,-16.79612,8.946198,-9.368211,-16.96505,-16.16676,-9.701031,-12.4512,7.953354,11.36673,2.51125,-1.200573,-7.523427,14.9788,-10.9058,2.731702,-6.949395,3.126142,2.223569,-1.623804,"P"
"201","r",-51.45309,9.495479,3.349267,3.558237,-8.561438,-13.46568,-6.536381,18.86052,-15.37852,-0.3461423,5.172543,-5.506516,-12.16595,-2.109855,-6.807315,5.461848,-3.297571,11.09461,-7.390612,2.659245,"A"
"202","ae",-34.22243,-3.583567,-25.0187,-9.319897,14.38736,-32.27482,-14.0599,7.760146,12.69176,-2.898128,3.761907,-5.461171,3.066339,-2.974978,3.642843,-2.134959,-5.978636,-10.11786,1.435749,-1.50283,"A"
"203","kcl",10.13325,48.43717,18.93934,13.74181,-1.064092,-1.7901,-2.571907,-3.900806,-4.645621,3.944428,3.471312,5.367162,-3.754039,-0.9445842,-4.763201,-6.518806,-9.021176,-4.282818,0.5694639,-3.980788,"P"
"204","t",-10.10571,-10.35177,-19.73039,-17.7442,-0.3836122,16.57133,10.85657,2.70734,-4.987273,-3.33132,0.2852773,-0.6592874,-5.192459,8.794748,1.367552,-0.8481899,2.978859,-2.495687,0.1513429,1.160155,"P"
"205","ix",14.62193,-7.500312,-25.87387,8.723903,0.4223811,7.96368,8.357092,7.520605,-0.3219215,3.285189,5.607126,4.245927,-7.604975,8.843474,-7.019758,-0.5477503,2.490359,-2.996948,-1.649523,8.399028,"A"
"206","kcl",34.32575,5.524237,-8.810821,16.44866,7.18706,0.04783607,2.964181,10.15641,4.925341,7.544137,3.288151,2.843035,4.957751,-8.269263,-1.390473,-5.055001,7.780947,-2.16952,3.257398,3.392613,"P"
"207","k",-9.368976,-9.423105,12.16679,-2.67837,21.67193,12.0015,-9.861755,-0.7994459,-0.2335048,6.795827,0.0532278,3.466275,-4.041931,-2.516883,3.204472,-2.247162,4.858976,3.986976,9.797413,-5.102361,"P"
"208","l",-13.03024,-15.91019,-8.292147,0.1449812,10.27503,14.11916,-12.39773,-3.484692,-6.674696,10.05935,4.35791,-0.03257778,-4.693126,0.2773,-0.0999919,-0.6608766,2.877425,9.494816,2.499467,1.483747,"A"
"209","iy",4.439294,-7.337356,-16.18028,7.095999,-6.641234,12.90134,-6.958886,-2.373126,7.963358,14.68646,8.581765,-2.950837,4.147021,-0.6861982,3.547955,-4.832792,4.37002,-9.762789,1.91389,-2.229453,"A"
"210","ao",6.090073,-21.18558,-10.31448,-7.584998,0.2696477,-5.879892,5.455532,9.864176,1.950652,18.09866,5.915132,1.727779,8.944051,4.763118,18.98505,-0.1611216,3.453833,0.2488029,1.471582,5.866232,"A"
"211","l",-40.17918,16.55615,-11.94187,2.593274,1.537381,16.29289,6.340491,-5.227191,-0.5402344,-7.551793,11.96946,-0.3501649,4.156978,-10.25874,-7.105272,1.700643,2.055002,3.157516,-0.2847467,0.05059112,"A"
"212","f",21.68485,21.17226,-21.12092,-5.126578,-3.427979,-4.218743,-6.170098,-0.3495841,12.83031,-3.681315,4.773712,-11.1845,7.412238,14.64359,0.7582092,-5.294036,-2.004066,0.5120857,1.456792,1.627709,"F"
"213","ao",-20.40424,-16.32972,16.20806,22.94754,6.089154,3.324779,0.6493919,-28.42992,-5.806995,5.59272,4.743334,-1.135799,-0.5529499,12.02334,4.983204,-2.657447,12.89027,4.486458,1.326313,-2.596839,"A"
"214","r",-27.75649,-0.2824615,-29.71876,-2.534434,-0.9891621,9.010079,0.3680133,17.50657,6.656089,0.306957,-1.865267,-12.53368,15.72081,-6.67302,-5.269531,2.905885,4.867591,-17.42326,8.460452,-4.631489,"A"
"215","kcl",40.30691,12.0389,-5.606862,11.76095,8.564631,-1.594296,-7.595416,-9.870429,-0.8867826,-8.434159,-10.76156,-1.314668,-2.841708,8.347985,11.36662,2.265428,-14.13542,12.90061,-1.37579,3.134194,"P"
"216","k",12.42043,-2.667927,17.09892,-18.10073,-7.639003,4.654152,1.666364,5.665248,-0.1592093,-4.271544,6.713378,14.08806,-2.767206,-6.000046,1.86539,7.933158,8.143407,-0.6819007,-8.873924,10.762,"P"
"217","ae",-0.8788235,-25.16475,-15.81139,-5.78959,-7.550015,-7.580503,-6.564191,9.233347,-9.57764,10.06765,-11.34071,1.422337,8.577425,-0.5673814,-9.480056,-7.370279,-5.808647,-6.285928,17.79827,-0.4473971,"A"
